1ddm	1151.98	-1015.62	3.5	5	8743	1599.3	22	6.49285	1.26	43.74	289.7	7630.9	1ddm	Protein-Ligand	NMR	Kd	5.77
1dfj	1385.68	-3371.63	6.5	10	7053.5	19311.7	26	7.99672	-6.42	28.74	516.5	7215.3	1dfj	Protein-Protein	2.5	Ki	13.23
1dhk	2828.86	-4497.01	13.5	12	18241.1	9186.5	58	17.5169	-3.23	190.38	597.3	28825.8	1dhk	Protein-Protein	1.85	Ki	10.46
1djs	2472.26	-3136.01	18.5	14	12872.8	6974.3	64	19.4961	-0.91	72.56	618.5	11444.8	1djs	Protein-Protein	2.4	Kd	7.39
1dp5	2748.73	-2873.88	13	7	14400.9	3127.3	41	12.3162	0.71	138.06	430.7	19073.6	1dp5	Protein-Protein	2.2	Ki	9.05
1dpj	2799.22	-2883.55	16.5	8	14529.7	2926.6	36	10.7728	2.45	138.06	404.1	19073.6	1dpj	Protein-Protein	1.8	Ki	8.522879
1dpu	813.091	-750.179	11	9	4308.8	2075.7	26	8.07063	-1.79	19.22	314	3961.5	1dpu	Protein-Ligand	NMR	Kd	6
1e96	959.298	-1707.99	10	8	9300.9	10104.5	28	8.43056	0.77	81.05	304.4	9892.4	1e96	Protein-Protein	2.4	Kd	5.57
1ees	4778.27	-3558.98	24	28	11784.8	5980.2	215	67.671	8.88	75.46	1089.2	9913.6	1ees	Protein-Protein	NMR	Kd	7.7
1ej4	1368.71	-1231.64	10	8	9490.8	1787	23	7.31132	0.92	66.36	276.5	10025.9	1ej4	Protein-Ligand	2.25	Kd	7.3
1eja	1553.42	-1814.41	12.5	9	9569.9	4071	51	15.4982	-0.66	97.69	483.6	13042.5	1eja	Protein-Protein	2.7	Ki	9
1emv	1556.07	-1721.39	14	7	5410.4	7600.5	34	10.0662	1.44	22.23	357.8	4804.1	1emv	Protein-Protein	1.7	Kd	13.62
1eoj	2761.82	-2167.44	22.5	6	12643.4	2376.7	40	11.7888	-1.78	95.21	265.8	13458.3	1eoj	Protein-Ligand	2.1	Ki	13.77
1eol	2722.77	-2139.2	21	6	12625.1	2424.2	47	13.7746	-1.78	95.21	265.8	13458.3	1eol	Protein-Ligand	2.1	Ki	13.42
1es0	6837.67	-6776.83	27	32	11586.2	12376.3	162	48.7878	-3.62	79.33	1426	10242.6	1es0	Protein-Protein	2.6	IC50	7.1
1f34	2511.03	-3832.04	23.5	7	13742	9044	50	15.1486	-0.27	158.48	458.6	19362.4	1f34	Protein-Protein	2.45	Kd	10
1f3v	1256.45	-2062.79	12.5	5	8344.8	9323.4	26	7.85101	0.47	56.64	151.2	8753	1f3v	Protein-Protein	2	Kd	5.11
1f47	1254.42	-1019.2	4	1	8499.5	1906.7	29	8.43593	-0.99	53.14	47.8	8156.8	1f47	Protein-Ligand	1.95	Kd	4.665546
1f5r	1289.45	-1423.15	11	9	9455.8	3941.1	33	10.1032	-0.94	89.01	482.2	12391.1	1f5r	Protein-Protein	1.65	Ki	4.19
1f7z	1234.16	-1344.05	11	8	9198	3849.5	27	8.24984	-1.07	95.08	422.9	12215	1f7z	Protein-Protein	1.55	Ki	4.91
1fc2	1342.48	-1465.06	5	3	3402.8	12502.6	28	8.07386	-1.04	10.39	185.8	2519	1fc2	Protein-Protein	2.8	Kd	7.65
1ff1	1110.83	-708.979	4	1	5535.5	937.2	44	13.1584	-0.77	43.7	61	5212.9	1ff1	Protein-Ligand	NMR	Kd	4.920819
1fle	1803.26	-1779.35	14	10	10753.7	3577	41	12.2832	1.15	107.96	454.8	13394.3	1fle	Protein-Protein	1.9	Ki	8.22
1fmo	1897.89	-1922.46	16	15	16291.3	2367.6	55	17.1253	-2.99	127.55	485.5	18747	1fmo	Protein-Protein	2.2	Ki	8.64
1fy8	1313.62	-1423.33	12	9	9392.2	3844.2	35	10.7844	-0.94	90.42	482.2	12347.4	1fy8	Protein-Protein	1.7	Ki	5.05
1g0v	2734.56	-2776.18	14.5	7	14487	2936.4	41	12.1663	2.67	135.77	344.2	19092.8	1g0v	Protein-Protein	2	Ki	10
1g1e	1708.03	-1388.03	3.5	1	1941	6825.7	55	16.2614	-1.01	6.05	46.2	855.3	1g1e	Protein-Ligand	NMR	Kd	7.537602
1g5j	2542.3	-2168.66	7.5	2	11083.3	3383.1	75	22.2434	-1.01	55.69	46.2	10077.9	1g5j	Protein-Protein	NMR	Kd	9.221848
1g6v	1002.79	-1730.83	6.5	9	11485.4	6043.9	37	11.9462	4.12	87.75	505.8	14610.6	1g6v	Protein-Protein	3.5	Kd	7.14
1g9i	1483.8	-1642.61	17	12	9021.5	2104.7	58	17.4186	-1.33	93.57	554.5	13137.3	1g9i	Protein-Protein	2.2	Kd	6.920819
1gag	0	-4.95969	0	0	15636.1	1563.4	0	0	0	846.43	0	116895	1gag	Protein-Ligand	2.7	Ki	6.12
1gbq	1209.61	-737.073	14	2	4225.4	1882.9	40	11.7268	2.5	12.92	115	3191.4	1gbq	Protein-Ligand	NMR	Kd	2.46
1gl0	1825.96	-1887.21	15	7	2600.4	10475.8	50	14.9007	4.99	16.35	352.2	1869	1gl0	Protein-Protein	3	Ki	9.1
1gla	911.35	-1729.7	0.5	5	8443.2	18600.4	22	6.44398	-1.41	65.15	116.8	9005.2	1gla	Protein-Protein	2.6	Kd	6.74
1grn	1880.22	-2811.97	12.5	8	10538.7	10088	38	11.3543	-1.87	79.1	368.3	10576.4	1grn	Protein-Protein	2.1	Kd	6.41
1gua	1036.15	-1448.71	13	11	8959.3	5038.9	28	8.61209	-3.1	57.08	290.5	9422	1gua	Protein-Protein	2	Kd	7.4
1guw	1203.68	-873.848	5.5	5	2380.1	6828.8	33	9.93198	-0.44	-0.84	163.9	993.5	1guw	Protein-Ligand	NMR	Kd	5.721246
1h0t	3039.71	-2095.64	22	9	3988.1	4054.9	145	43.2992	-3.13	8.04	447.8	3263.4	1h0t	Protein-Protein	NMR	Kd	5.22
1h1v	1727.79	-3190.36	12.5	9	16197.2	17099.9	45	13.8438	-2.95	103.05	419.4	18798.7	1h1v	Protein-Protein	3	Kd	7.64
1h3h	1356.08	-830.983	10.5	2	4419.6	1563.2	45	13.3228	1.61	23.44	108.3	3393.4	1h3h	Protein-Ligand	NMR	Kd	6.657578
1h59	965.779	-943.315	6.5	1	3982.5	3545.4	21	6.17254	-0.77	28.51	61	3050	1h59	Protein-Protein	2.1	Kd	7.43
1h6e	1179.06	-999.835	3	6	12855.6	1379	34	10.1485	-1.77	94.88	262.4	12069.4	1h6e	Protein-Ligand	3.6	Kd	6.154902
1haa	1463.95	-1185.07	12	6	5443	1648.6	64	20.0027	3.72	30.35	270.8	4202.8	1haa	Protein-Ligand	NMR	IC50	8.69897
1he8	2033.53	-2407.6	14.5	4	34212	8228.5	151	51.2431	3.07	577.44	590.8	71033.4	1he8	Protein-Protein	3	Kd	5.6
1i3z	1881.14	-1338.95	10.5	9	6302.5	1657.3	47	14.0585	-2.29	45.55	400.1	5777.4	1i3z	Protein-Ligand	2.15	Kd	6.882729
1i4e	1747.93	-2172.01	14	9	16194.4	12770.1	45	14.1427	0.43	97.31	294.9	16456.3	1i4e	Protein-Protein	3	Kd	6.920819
1i5h	916.5	-648.744	5.5	0	4585.3	2197.9	21	5.92908	0	14.05	0	2883.5	1i5h	Protein-Ligand	NMR	Kd	4.275724
1i8h	341.148	-342.36	1	1	1665.7	3658.6	6	1.70288	-1.01	2.71	46.2	653.6	1i8h	Protein-Ligand	NMR	Kd	4.537602
1idg	796.728	-678.72	4.5	2	5743.5	2834.7	17	4.99673	-1.03	30.35	119.5	4202.8	1idg	Protein-Ligand	NMR	Kd	7.187087
1irs	1601.94	-1205.89	10	3	7165	1676.6	52	15.8451	-0.92	50.65	177.2	6286.9	1irs	Protein-Ligand	NMR	Kd	5.221849
1iwq	2886.15	-2188.18	21	6	8740.6	2246.9	69	20.7659	-2.95	31.69	265.4	7943	1iwq	Protein-Ligand	2	Kd	8.055517
1j19	1425.67	-1156.26	8.5	7	17276.7	2054.8	31	9.12884	2.35	105.14	288.8	17413	1j19	Protein-Ligand	2.4	Kd	7.785156
1j2j	1241.27	-1318.36	6.5	2	8537.9	3761.7	22	6.33232	3.59	64.67	102.5	9265.6	1j2j	Protein-Protein	1.6	Kd	5.85
1j4p	351.311	-549.959	5	5	10018.7	2136.3	12	3.78753	-3.22	53.29	224.4	8531.8	1j4p	Protein-Ligand	NMR	Kd	4.99
1j4q	335.729	-576.672	3.5	3	10053.4	1914.8	21	6.41103	-1.35	53.29	171.7	8531.8	1j4q	Protein-Ligand	NMR	Kd	6.44
1j7d	1521.48	-1716.28	5.5	3	8156.1	8624.7	42	12.349	-0.01	43.08	175.2	7939.3	1j7d	Protein-Protein	1.85	Kd	5.69897
1j7v	1401.03	-1882.93	11.5	7	12363	11618.3	32	9.77361	-3.23	51.54	273.2	8310.8	1j7v	Protein-Protein	2.9	Kd	10.46
1j7z	1375.74	-1248.93	8.5	9	1658.7	6143.4	31	9.5899	-0.46	-0.96	291.6	849	1j7z	Protein-Ligand	2.25	Kd	7.69897
1j80	1399.9	-1258.53	10	8	1705.9	6166.9	25	7.59943	-0.42	-0.96	219.9	849	1j80	Protein-Ligand	2.1	Kd	6.522879
1j81	1431.69	-1251.06	9	8	1706.8	6232	27	8.29754	-0.42	-0.96	219.9	849	1j81	Protein-Ligand	2.2	Kd	7.09691
1jbd	1706.27	-1138.93	9.5	8	5505	1713.2	73	23.7057	1.26	30.35	377.5	4202.8	1jbd	Protein-Ligand	NMR	IC50	6.920819
1jgn	1784.75	-1456.12	13	6	7012.8	2904.9	54	16.1667	0.66	39.25	337.2	5522.2	1jgn	Protein-Protein	NMR	Kd	6.455932
1jh4	2182.62	-1623.39	11.5	6	7618.3	3211.1	98	29.9855	-2.49	39.25	359	5522.2	1jh4	Protein-Protein	NMR	Kd	5.823909
1jiw	1962.19	-2724.6	14	13	18941	5989.2	61	18.3799	-0.86	157.46	701.7	28097.4	1jiw	Protein-Protein	1.74	Kd	11.4
1jm4	798.739	-625.119	7	7	1934.3	7630.4	62	19.1335	-0.75	-2.79	392.8	558.5	1jm4	Protein-Ligand	NMR	Kd	5
1jmq	1052.99	-608.735	8.5	3	3906	1421.6	42	12.8232	1.91	14.98	178	2615.7	1jmq	Protein-Ligand	NMR	Kd	4.4
1jsp	437.593	-473.464	7	2	2776.5	8099.9	16	4.64786	3.02	0.6	109.6	1089.1	1jsp	Protein-Protein	NMR	Kd	4.30103
1jtd	1837.34	-3168.61	4	5	11033.3	10404.7	41	12.4285	-2.62	93.3	224.5	14775.9	1jtd	Protein-Protein	2.3	Ki	10.57
1k3n	332.368	-521.996	6	1	10131.2	2205.3	8	2.42006	-0.6	53.29	66	8531.8	1k3n	Protein-Ligand	NMR	Kd	4.9914
1k3q	443.932	-533.981	5	3	10482.8	2090.6	15	4.62061	-2.62	53.29	158.4	8531.8	1k3q	Protein-Ligand	NMR	Kd	6.522879
1ka7	1518.6	-1142.22	6.5	3	7231.8	2094.1	15	4.50514	0.39	43.2	163.1	6091.4	1ka7	Protein-Ligand	NMR	Kd	6.22
1kac	1241.93	-1845.69	8	7	8739.3	6889.8	25	7.64226	-1.27	90.25	261.6	10764.1	1kac	Protein-Protein	2.6	Kd	7.83
1kbh	3403.12	-2656.9	15.5	20	4122.7	4973.2	95	28.5787	-4.76	11.62	601	2670.6	1kbh	Protein-Protein	NMR	Kd	7.468521
1kna	1276.22	-774.784	11.5	9	4028.9	1073.7	32	9.56092	1.07	10.88	401.1	2880.1	1kna	Protein-Ligand	2.1	Kd	5.15
1kne	1286.22	-762.447	9.5	5	4040.8	1089.2	34	9.97577	0.13	10.88	279.7	2880.1	1kne	Protein-Ligand	2.4	Kd	5.6
1ktz	978.325	-1055.06	5	8	5945.6	6171.9	22	6.74852	-1.89	42.17	231	4603.3	1ktz	Protein-Protein	2.15	Kd	6.54
1kxp	2540.28	-4784.01	22.5	13	16035.3	24092	48	14.5557	-5.05	139.39	509.7	19773	1kxp	Protein-Protein	2.1	Kd	9
1l0a	2533.78	-1992.14	14	10	11759	2384	57	17.1109	2.87	78.09	554.6	10905.1	1l0a	Protein-Ligand	2.9	Kd	4.621602
1l2z	1033.75	-665.208	12	3	4400.4	1762	30	9.08552	2.57	24.62	167.9	3613.8	1l2z	Protein-Ligand	NMR	Kd	3.69
1l4d	1334.44	-1713.03	3.5	5	11159.8	7234.1	31	9.14171	1.8	111.94	194.2	14145.6	1l4d	Protein-Protein	2.3	Kd	6.71
1l4z	1302.6	-1614.47	2.5	3	11526.6	7808.6	21	6.32675	0.04	111.63	119.4	14087.4	1l4z	Protein-Protein	2.8	Kd	6.71
1l8c	3656.15	-3280.89	16.5	14	7848.2	5646.9	85	24.7368	-6.89	27.67	503.1	5251.2	1l8c	Protein-Protein	NMR	Kd	8.154902
1lcj	1001.52	-941.744	9	14	6132.7	1861.2	22	7.03039	-4.74	31.2	385.6	5986.7	1lcj	Protein-Ligand	1.8	Kd	9
1ldt	1683.57	-1699	9.5	7	9458	3535.4	40	11.8515	-0.3	97.69	361.9	13042.5	1ldt	Protein-Protein	1.9	Ki	8.74
1lp1	2122.85	-1580.26	3	3	4119	3712.6	26	7.77964	-1.65	14.11	183.9	3064.9	1lp1	Protein-Protein	2.3	Kd	5.7
1lw6	1685.59	-2119.24	9	7	10626.3	4309.1	49	14.4834	-0.32	101.57	411.7	16814.6	1lw6	Protein-Protein	1.5	Kd	11.7
1lx5	1195.57	-1682.55	5.5	4	7290.1	6494.7	16	4.94428	-1.01	53.52	46.2	5858.6	1lx5	Protein-Protein	3.3	Kd	8.92
1lxh	1423.71	-924.268	3	6	5926.6	2559.6	77	23.9703	-1.8	30.52	223.6	4005.3	1lxh	Protein-Ligand	NMR	Kd	7.187087
1lzw	1327.33	-1700.39	6.5	4	6235.4	8069.6	29	8.63643	-2.27	37.33	159.4	4965.9	1lzw	Protein-Protein	2.5	Kd	6.481486
1m10	1583.87	-3049.99	10	11	9585	13291.9	50	15.9721	-4.24	74.17	441.6	10957.5	1m10	Protein-Protein	3.1	Kd	8.24
1m1e	2244.19	-3041.74	15.5	16	23269.4	6022.3	82	24.8354	-6.46	222.89	690.4	28496.8	1m1e	Protein-Protein	2.1	Kd	9
1m5n	1133.91	-1973.64	11	4	24420.6	3358.6	35	10.8428	-0.49	202.54	225.6	26952.3	1m5n	Protein-Protein	2.9	Kd	8.677781
1mah	1886.17	-2475.21	16	14	20525.1	4188	53	16.384	3.06	251.53	477.7	30268.4	1mah	Protein-Protein	3.2	Kd	10.6
1mcv	1968.31	-2099.43	14.5	11	10863.2	2315.1	58	17.2001	-0.56	107.79	425.1	13389.3	1mcv	Protein-Protein	1.8	Ki	7.008774
1mik	1381.76	-1187.94	10.5	4	7691.9	1293.6	25	7.40509	1.02	55.33	158.6	9647.6	1mik	Protein-Ligand	1.76	IC50	6.35
1mv0	910.755	-971.812	3	5	1890.1	5281.7	30	9.44481	-1.05	6.1	197.2	787.2	1mv0	Protein-Ligand	NMR	Kd	4.030118
1mxl	749.185	-734.719	1.5	0	6641.8	2105.4	24	7.01127	0	25.26	0	5027.6	1mxl	Protein-Ligand	NMR	Kd	3.812479
1mzw	1060.88	-1062.29	9	1	8328	2423.5	13	3.82074	-0.64	70.54	55.8	10000.2	1mzw	Protein-Protein	2	Kd	5.71
1nlo	2002.73	-990.885	10	5	4053.8	1673.9	68	21.252	3.83	20.69	297.2	3257.3	1nlo	Protein-Ligand	NMR	Kd	5.47
1nlp	1489.07	-803.849	6.5	3	3988.6	1532.4	46	13.8531	2.61	20.69	178.1	3257.3	1nlp	Protein-Ligand	NMR	Kd	4.96
1ntv	1737.94	-1295.8	6	6	9068.9	1539.6	46	13.4297	-1.83	39.15	323.2	8530	1ntv	Protein-Ligand	1.5	Kd	5.82
1nw9	2560.34	-2633.86	6	7	5457.6	11788.3	40	12.1509	1.4	35.41	372.4	5229.5	1nw9	Protein-Protein	2.4	Ki	7.89
1o9a	2219.34	-1718.5	17.5	6	7349.3	3776.4	60	18.075	3.66	24.63	299	5478.9	1o9a	Protein-Protein	NMR	Kd	6
1oc0	1439.94	-1499.16	10	6	16500.3	3050.9	32	9.73477	-3.3	160.99	273.9	20475.1	1oc0	Protein-Protein	2.28	Kd	9
1oj5	856.238	-775.236	3.5	2	6378.6	1576.4	10	2.82729	-1.01	43.34	46.2	5968.2	1oj5	Protein-Ligand	2.21	Kd	6.09691
1om2	1053.48	-752.486	10	3	7831.1	1533.2	27	7.76743	-1.5	39.59	171.5	5280.6	1om2	Protein-Ligand	NMR	Kd	4.69897
1op9	1193.17	-1590.23	9	9	6093	6759.5	38	11.503	-1.19	39.79	431.8	7229.4	1op9	Protein-Protein	1.86	Kd	9.15
1oph	1429.14	-2076.25	7.5	10	16651.5	9321.8	33	9.99031	2.55	145.3	210.5	21022	1oph	Protein-Protein	2.3	Kd	8.3
1opi	941.192	-937.507	5	5	6621.8	2363.4	26	7.79252	-2.64	39.22	149.8	5785.2	1opi	Protein-Ligand	NMR	Kd	7.30103
1oqp	1908.34	-1387.65	10	3	5364.6	2542.5	42	12.0252	-1.28	6.8	111.6	4315.4	1oqp	Protein-Ligand	NMR	Kd	7.30103
1otr	1055.79	-1142.08	8.5	2	3944.3	4992.5	33	9.74134	0.63	13.74	119.4	2749.2	1otr	Protein-Protein	NMR	Kd	3.81
1oxg	1364.28	-925.766	4	5	10009.1	1555.4	41	13.2666	-0.12	109.98	373.7	14092	1oxg	Protein-Ligand	2.2	Ki	10.56864
1oyh	1731.97	-2441.07	15	8	18219.1	17199.9	27	8.40629	-0.45	151.26	403.6	23199.7	1oyh	Protein-Protein	2.62	Kd	7.376751
1ozs	752.66	-807.643	2	1	5864.5	3189.8	23	6.65675	-0.64	11.55	55.8	4145.3	1ozs	Protein-Protein	NMR	Kd	4.508638
1p4u	1382.29	-774.313	4.5	3	8303	1090.8	26	7.63739	-0.68	75.22	106	7976.5	1p4u	Protein-Ligand	2.2	Kd	5.30103
1p69	1096.89	-1770.79	9	8	8740.8	6885.3	24	7.35684	-1.31	89.49	333.3	10784.4	1p69	Protein-Protein	3.1	Kd	7.119186
1p6a	1393.56	-1925.69	8	8	8857.7	6872.1	30	9.20981	-0.31	91.25	321.2	10752	1p6a	Protein-Protein	2.9	Kd	7.455932
1p9d	1485.39	-1482.6	8	4	3268.3	4940.4	65	19.6432	0.37	12.18	169.1	1901.2	1p9d	Protein-Protein	NMR	Kd	4.89
1pd7	2294.98	-1557.84	5	1	7246.9	3060.2	32	9.07494	0.96	24.11	59.6	4782.3	1pd7	Protein-Protein	NMR	Kd	6.522879
1pdq	1778.09	-1013.35	13.5	9	4246.6	1437.5	46	13.4928	-2.52	14.87	407.8	2731.2	1pdq	Protein-Ligand	1.76	Kd	5.30103
1pjm	2247.63	-2363.01	11	16	2861.5	18750.2	87	26.1801	-6.58	0.11	349.6	1144.7	1pjm	Protein-Protein	2.5	Kd	6.744728
1pjn	2436.77	-2455.91	12.5	25	2956.2	18706.1	83	25.3281	-8.49	-9.72	573	1140.1	1pjn	Protein-Protein	2.5	Kd	7.657578
1pmx	924.355	-687.861	3.5	0	6002.3	1939.7	19	5.56207	0	26.5	0	4020.7	1pmx	Protein-Ligand	NMR	IC50	5.142667
1ppe	1824.42	-1892.09	13	9	9237.4	2499.9	43	12.9326	-1.11	93.57	494.6	13137.3	1ppe	Protein-Protein	2	Kd	11.52
1q0w	901.713	-924.568	0.5	3	2600.4	5067.7	36	10.7924	-0.33	1.67	114	1320.2	1q0w	Protein-Protein	NMR	Kd	3.55752
1q5w	815.36	-855.961	8	0	2371.6	5059	29	8.78747	0	16.14	0	1852.2	1q5w	Protein-Protein	NMR	Kd	3.9
1q68	832.204	-762.059	6	4	5117.1	3456.4	25	7.31909	3.08	4.86	110.8	2031.4	1q68	Protein-Protein	NMR	Kd	6.39794
1q69	501.599	-430.626	4	5	2890	3287.1	16	4.71918	3.08	-1.25	110.8	1008.5	1q69	Protein-Protein	NMR	Kd	6.045757
1qng	1212.31	-1056.74	6	4	7736.5	1235.4	43	12.6319	1.02	58.11	158.6	9913.7	1qng	Protein-Ligand	2.1	Kd	7.89
1qwe	1121.43	-742.285	8.5	4	4076.4	1842.8	43	12.9185	0.24	20.69	235.3	3257.3	1qwe	Protein-Ligand	NMR	Kd	5.92
1qwf	1704.92	-985.677	7	8	4115.5	1908.2	91	28.0684	2.1	20.69	298.6	3257.3	1qwf	Protein-Ligand	NMR	Kd	6.35
1r0r	1636.53	-1965.61	9	5	9983.5	3572.2	35	10.3993	-0.64	98.54	296.3	16438.2	1r0r	Protein-Protein	1.1	Kd	10.53
1r8u	3449.38	-2831.34	15.5	14	6049.4	8193.5	78	22.7645	4.94	24.01	543.9	2761.4	1r8u	Protein-Protein	NMR	Kd	7.89
1rgj	1994.24	-1509.24	13	15	4946.1	1611.8	154	47.9646	-1.65	30.35	284.5	4202.8	1rgj	Protein-Ligand	NMR	IC50	8.309804
1ri8	1032.23	-1678.6	8.5	10	6049	6454.5	30	9.14241	-0.94	36.29	368.9	7387.5	1ri8	Protein-Protein	1.85	Kd	8.54
1rjc	1202.29	-1856.49	8	10	6211.3	6522.7	37	11.1663	1.45	41.74	439.3	7383.1	1rjc	Protein-Protein	1.4	Kd	10.11
1rkc	2181.95	-2131.2	10.5	1	15444.1	2767.7	63	19.1543	-0.22	99.09	59.9	14248.4	1rkc	Protein-Protein	2.7	Kd	7.408936
1rke	2581.57	-3353.38	11.5	8	14569.9	9624.4	51	15.0405	0.86	99.61	391.2	14485.6	1rke	Protein-Protein	2.35	Kd	7.3
1ry7	3182.28	-3309.19	18.5	11	8712.7	12710.1	99	29.7581	-0.14	48.21	677.3	8652.8	1ry7	Protein-Protein	3.2	Kd	6.64
1s3k	4173.1	-4661.65	15.5	6	11508.5	10907.7	80	23.1449	-1.11	73.25	364.9	12633.1	1s3k	Protein-Ligand	1.9	Kd	6.62
1s5q	1297.16	-1220.62	2	2	1984.2	7435.3	19	5.34066	-1.01	6.05	46.2	855.3	1s5q	Protein-Ligand	NMR	Kd	5.283997
1sb0	1472.23	-1232.2	5	9	5989.4	2948	39	11.7558	-0.72	16.2	269	4763.8	1sb0	Protein-Protein	NMR	Kd	4.823909
1sfi	1382.12	-1404.31	15	8	9402.6	1441.7	42	12.5653	-1.67	93.57	409.6	13137.3	1sfi	Protein-Ligand	1.65	Ki	10
1shc	2124.33	-1515.63	8.5	7	12908.3	1872	104	31.5679	1.06	74.14	268	11160	1shc	Protein-Ligand	NMR	Kd	7.28
1shy	1419.3	-2785.44	8.5	15	11636.5	23644.7	47	14.4196	-5.33	102.83	637.1	12981.9	1shy	Protein-Protein	3.22	Kd	7.05
1smf	1103.98	-1098.87	10.5	12	9296	1049.8	38	11.6172	-0.94	93.57	482.2	13137.3	1smf	Protein-Protein	2.1	Ki	6.92
1sq0	1523.35	-3092.4	8	12	9658.7	12841.1	57	16.995	-1.81	73.25	442	10884.5	1sq0	Protein-Protein	2.6	Kd	7.52
1syq	2353.28	-1903.35	4.5	1	14929.2	2351	33	9.49857	1.23	99.22	53.4	14307.7	1syq	Protein-Protein	2.42	Kd	7.832683
1t01	2308.29	-1946.59	4	0	14676.2	2352.6	28	8.0453	0	98.32	0	14058.9	1t01	Protein-Protein	2.06	Kd	7.408936
1t0p	1017.93	-1519.08	5.5	11	8435	5372.9	31	9.70215	-2.38	72.28	551	9788.1	1t0p	Protein-Protein	1.66	Kd	4.6
1t44	3986.06	-4581.23	18.5	14	9524	16190.9	76	22.9087	-4.22	45.54	665.6	8248.9	1t44	Protein-Protein	2	Kd	6
1t5z	1234.81	-1006.04	12	3	12452.6	1449.5	29	8.5539	-1.43	129.92	167.6	13827.6	1t5z	Protein-Protein	2.3	Kd	4.48
