1U1O	1109.53	-1466.45	21.50	20.00	10943.40	3327.10	7616.30	14270.50	7.23	1U1O	-216.882	1U1O	5.40	5.46	4.05	4.97	43	13.2689
1U1P	1126.52	-1474.32	21.00	16.00	11065.90	3283.30	7782.60	14349.20	6.68	1U1P	-223.692	1U1P	5.52	5.60	4.18	5.10	35	11.0105
1U1Q	1123.54	-1475.20	23.50	17.00	10795.30	3264.90	7530.40	14060.20	7.12	1U1Q	-226.610	1U1Q	5.51	5.48	4.15	5.04	30	9.49015
1U1R	1092.05	-1459.71	21.50	17.00	10825.90	3319.20	7506.70	14145.10	6.64	1U1R	-222.675	1U1R	5.38	5.44	4.05	4.96	34	10.6579
1U6P	955.23	-2311.94	26.50	14.00	6907.50	19209.60	-12302.10	26117.10	7.12	1U6P	-179.053	1U6P	-41.18	-63.82	-64.24	-56.41	243	86.1831
1UTF	369.82	-510.40	3.00	8.00	4907.00	9105.80	-4198.80	14012.80	9.04	1UTF	-75.034	1UTF	-3.63	-8.27	-7.89	-6.60	11	3.61694
1UTV	373.97	-537.80	2.50	8.00	4944.70	8615.40	-3670.70	13560.10	9.04	1UTV	-77.214	1UTV	-3.08	-7.19	-7.07	-5.78	13	4.32864
1VFC	434.55	-3290.19	45.50	10.00	6136.40	5101.90	1034.50	11238.30	6.12	1VFC	-169.855	1VFC	-0.97	-0.70	-5.12	-2.26	186	63.5553
1WB9	1227.31	-2866.75	52.00	21.00	37653.90	6793.10	30860.80	44447.00	7.74	1WB9	-383.081	1WB9	-0.91	-0.17	-6.83	-2.64	28	9.04551
1WBB	1185.25	-2854.97	51.00	19.00	37730.20	6782.60	30947.60	44512.80	7.70	1WBB	-367.414	1WBB	-1.11	-0.54	-7.09	-2.92	25	7.97246
1WET	290.46	-917.78	11.00	7.00	17235.60	3997.60	13238.00	21233.20	5.82	1WET	-121.190	1WET	0.17	0.19	-2.64	-0.76	16	5.43431
1WSU	259.15	-1142.66	9.50	12.00	7354.50	12099.40	-4744.90	19453.90	9.70	1WSU	-122.711	1WSU	-15.95	-24.44	-26.51	-22.30	19	6.24599
1WWD	845.03	-1678.71	22.00	11.00	6996.70	1787.30	5209.40	8784.00	6.77	1WWD	-139.668	1WWD	4.97	4.25	3.96	4.39	229	81.6651
1WWE	769.79	-1818.35	21.00	12.00	6792.60	2101.50	4691.10	8894.10	6.77	1WWE	-147.594	1WWE	4.98	4.32	3.92	4.40	200	70.6286
1WWF	959.90	-2143.97	29.50	15.00	7213.80	2068.40	5145.40	9282.20	7.03	1WWF	-209.027	1WWF	5.95	5.51	4.83	5.43	243	86.9242
1WWG	919.17	-1562.47	19.50	14.00	6780.00	2084.10	4695.90	8864.10	7.02	1WWG	-167.505	1WWG	5.25	4.82	4.37	4.81	210	75.3652
1XJV	1982.73	-2304.36	31.50	26.00	15026.00	2644.20	12381.80	17670.20	8.04	1XJV	-291.589	1XJV	8.40	8.35	6.68	7.81	47	15.4974
1YFH	637.31	-1547.14	20.50	9.00	8727.40	11915.50	-3188.10	20642.90	6.10	1YFH	-161.771	1YFH	-14.12	-13.00	-24.37	-17.17	24	7.58276
1YVP	1495.75	-3443.42	36.00	37.00	23683.70	11521.20	12162.50	35204.90	8.28	1YVP	-436.453	1YVP	-0.25	-5.67	-6.66	-4.20	62	20.3285
1Z63	137.29	-1853.69	8.00	6.00	22274.40	15019.30	7255.10	37293.70	7.00	1Z63	-70.968	1Z63	-21.78	-19.52	-34.92	-25.41	12	3.88878
1ZG1	403.26	-1515.51	12.50	10.00	4416.50	15274.60	-10858.10	19691.10	6.42	1ZG1	-164.470	1ZG1	-20.52	-19.46	-33.66	-24.55	15	5.06953
1ZG5	444.58	-1535.68	13.50	13.00	4481.40	15164.50	-10683.10	19645.90	6.42	1ZG5	-189.752	1ZG5	-20.39	-19.52	-33.61	-24.50	17	5.69262
1ZH5	824.26	-1670.63	15.00	10.00	12355.30	4188.00	8167.30	16543.30	8.15	1ZH5	-220.475	1ZH5	2.34	0.82	-0.43	0.91	10	3.41061
1ZZI	720.81	-1075.00	16.50	8.00	5621.70	2767.20	2854.50	8388.90	5.66	1ZZI	-173.837	1ZZI	3.96	4.39	2.30	3.55	24	7.75497
2A66	1035.34	-2442.48	48.00	27.00	6569.40	4634.30	1935.10	11203.70	6.91	2A66	-352.461	2A66	3.41	3.37	-0.16	2.21	45	14.6708
2A9X	756.86	-2361.33	33.00	14.00	1788.30	5136.30	-3348.00	6924.60	6.82	2A9X	-111.266	2A9X	-2.30	-6.42	-7.09	-5.27	325	113.675
2AC0	375.74	-1738.10	20.00	17.00	10062.40	8910.60	1151.80	18973.00	7.85	2AC0	-163.984	2AC0	-9.16	-9.01	-16.73	-11.63	25	8.20341
2ADY	197.87	-1141.23	10.50	11.00	9972.50	4735.20	5237.30	14707.70	7.85	2ADY	-93.239	2ADY	-2.17	-2.01	-5.82	-3.33	18	5.80905
2AHI	356.49	-1672.45	17.50	12.00	10394.00	8485.90	1908.10	18879.90	7.70	2AHI	-135.981	2AHI	-8.33	-8.11	-15.29	-10.57	21	6.83714
2AOQ	1519.21	-3571.07	47.50	28.00	12344.20	4701.10	7643.10	17045.30	6.05	2AOQ	-482.557	2AOQ	6.10	5.14	2.97	4.74	45	14.9529
2AOR	1416.36	-3357.39	46.00	20.00	12317.80	8441.10	3876.70	20758.90	6.05	2AOR	-425.851	2AOR	-1.48	-1.40	-7.61	-3.49	30	10.065
2ATA	245.71	-1536.84	12.00	11.00	10261.50	8127.00	2134.50	18388.50	7.08	2ATA	-116.242	2ATA	-8.40	-7.98	-15.16	-10.52	16	5.19788
2AYB	314.15	-1278.08	13.50	10.00	6071.60	5993.30	78.30	12064.90	8.70	2AYB	-95.400	2AYB	-4.53	-4.41	-9.79	-6.25	19	6.29603
2AYG	364.23	-1393.98	13.00	14.00	5900.40	6657.70	-757.30	12558.10	8.70	2AYG	-134.887	2AYG	-5.39	-4.98	-11.22	-7.19	21	6.9726
2B0D	614.03	-2343.92	23.50	19.00	12348.80	4339.20	8009.60	16688.00	7.76	2B0D	-225.364	2B0D	2.02	2.13	-1.21	0.98	37	12.2415
2B0E	659.03	-2377.34	23.00	20.00	12073.50	4324.80	7748.70	16398.30	7.76	2B0E	-230.384	2B0E	2.22	2.21	-1.08	1.12	36	11.7334
2B63	380.95	-2030.34	17.00	10.00	78420.70	6070.40	72350.30	84491.10	7.48	2B63	-98.119	2B63	-2.53	-6.48	-6.91	-5.31	25	8.12755
2B6G	218.87	-1096.54	12.00	3.00	5560.80	3886.00	1674.80	9446.80	7.52	2B6G	-56.399	2B6G	-1.86	-4.29	-5.12	-3.76	76	27.7931
2BNW	352.82	-954.39	7.50	7.00	4907.80	12498.50	-7590.70	17406.30	7.70	2BNW	-90.387	2BNW	-19.11	-17.85	-30.77	-22.58	9	2.9064
2BNZ	143.07	-875.79	4.00	4.00	5025.60	8405.70	-3380.10	13431.30	7.70	2BNZ	-82.413	2BNZ	-10.31	-9.48	-17.61	-12.47	9	2.96492
2BSQ	36.52	-337.07	3.00	1.00	8444.00	13413.30	-4969.30	21857.30	8.35	2BSQ	-18.973	2BSQ	-29.74	-33.01	-45.83	-36.19	3	1.0684
2C7A	421.32	-1484.05	20.00	14.00	5625.50	6827.10	-1201.60	12452.60	6.88	2C7A	-169.092	2C7A	-4.95	-4.30	-10.56	-6.60	18	6.09931
2CAX	147.08	-882.37	3.50	4.00	5353.50	12539.10	-7185.60	17892.60	7.40	2CAX	-76.077	2CAX	-19.68	-18.66	-31.38	-23.24	5	1.71042
2CCZ	431.79	-986.78	9.00	7.00	8864.10	4313.50	4550.60	13177.60	7.00	2CCZ	-92.984	2CCZ	0.81	2.32	-1.45	0.56	12	3.90394
2ERE	573.80	-1359.05	23.00	13.00	4891.70	5708.70	-817.00	10600.40	7.52	2ERE	-194.795	2ERE	-2.59	-2.87	-7.38	-4.28	28	9.33397
2ERG	553.57	-1301.90	18.50	13.00	5079.20	5734.10	-654.90	10813.30	7.60	2ERG	-181.807	2ERG	-2.89	-2.93	-7.71	-4.51	28	9.1916
2ES2	893.16	-853.00	14.00	9.00	4461.70	1447.40	3014.30	5909.10	6.49	2ES2	-133.928	2ES2	5.45	6.75	4.46	5.55	16	5.27458
2F4V	471.00	-3548.95	24.00	14.00	13984.90	215240.80	-201255.90	229225.70	5.66	2F4V	-124.310	2F4V	-13.14	-22.18	-23.07	-19.47	31	10.0941
2F8K	211.54	-870.72	8.50	8.00	5125.90	2956.30	2169.60	8082.20	7.60	2F8K	-96.274	2F8K	0.62	-1.07	-1.87	-0.77	10	3.21809
2FR4	356.67	-514.27	3.00	2.00	11426.00	4441.80	6984.20	15867.80	5.40	2FR4	-60.512	2FR4	-1.82	-0.88	-5.07	-2.59	3	1.01329
2GE5	651.29	-2305.70	30.50	17.00	11430.70	4428.90	7001.80	15859.60	6.42	2GE5	-229.872	2GE5	2.07	2.31	-1.14	1.08	28	9.35135
2GJE	133.21	-830.24	9.50	3.00	9581.30	4775.90	4805.40	14357.20	8.15	2GJE	-40.723	2GJE	-0.85	-3.24	-3.66	-2.58	16	5.40402
2GKD	301.88	-1667.00	29.50	3.00	8045.10	4324.40	3720.70	12369.50	4.85	2GKD	-54.870	2GKD	-2.13	-1.51	-5.86	-3.17	116	40.773
2GLO	711.13	-3544.49	49.50	27.00	4460.80	4796.90	-336.10	9257.70	7.52	2GLO	-191.357	2GLO	0.85	0.71	-2.96	-0.47	350	120.573
2H1K	463.59	-1735.26	23.00	19.00	4510.40	11567.80	-7057.40	16078.20	8.92	2H1K	-186.104	2H1K	-12.72	-11.44	-22.30	-15.49	28	9.12849
2HDD	413.68	-1455.91	18.00	20.00	4375.20	7896.10	-3520.90	12271.30	11.06	2HDD	-171.101	2HDD	-6.90	-5.94	-13.76	-8.87	31	10.1794
2HOS	265.29	-1292.00	12.00	13.00	4398.80	7851.40	-3452.60	12250.20	8.82	2HOS	-126.622	2HOS	-8.00	-7.16	-14.86	-10.01	17	5.62884
2HOT	239.47	-1245.27	13.50	10.00	4211.60	7907.40	-3695.80	12119.00	8.82	2HOT	-116.853	2HOT	-8.20	-7.53	-15.17	-10.30	14	4.68657
2HVI	1725.01	-4157.93	62.00	31.00	28332.20	8563.50	19768.70	36895.70	4.75	2HVI	-532.261	2HVI	1.74	1.97	-4.43	-0.24	52	17.014
2I91	1347.29	-4332.74	46.50	29.00	23734.90	9370.20	14364.70	33105.10	7.59	2I91	-417.517	2I91	-0.54	-5.86	-7.51	-4.63	73	24.1072
2IBS	1110.49	-3264.87	33.50	21.00	19181.80	7860.50	11321.30	27042.30	6.30	2IBS	-380.741	2IBS	1.03	1.82	-3.82	-0.32	27	9.13613
2IBT	1048.94	-3025.37	35.00	22.00	19092.60	7884.30	11208.30	26976.90	6.30	2IBT	-362.397	2IBT	1.31	2.11	-3.08	0.12	32	10.8321
2IRF	230.96	-691.62	6.50	3.00	6698.00	14046.30	-7348.30	20744.30	6.77	2IRF	-56.629	2IRF	-18.27	-16.66	-29.09	-21.34	4	1.36172
2ISP	1190.90	-3135.22	44.00	24.00	17397.00	6105.20	11291.80	23502.20	6.12	2ISP	-344.938	2ISP	1.03	1.58	-3.74	-0.38	50	15.945
2JPP	1111.53	-3554.72	48.00	21.00	5300.90	8426.70	-3125.80	13727.60	7.07	2JPP	-305.364	2JPP	-3.92	-9.86	-10.38	-8.05	423	146.101
2JXI	226.90	-889.27	12.50	6.00	4580.00	5285.80	-705.80	9865.80	6.47	2JXI	-74.445	2JXI	-3.97	-3.49	-8.51	-5.33	67	22.9126
2K7F	551.83	-3017.18	44.50	24.00	7140.20	4838.90	2301.30	11979.10	8.00	2K7F	-183.333	2K7F	0.22	-0.74	-3.37	-1.30	300	106.377
2KDZ	602.08	-3901.75	69.00	32.00	9077.30	5889.40	3187.90	14966.70	8.91	2KDZ	-246.240	2KDZ	-0.85	-0.84	-5.73	-2.47	399	139.036
2KEK	882.81	-3581.15	59.50	27.00	5143.70	8649.30	-3505.60	13793.00	7.00	2KEK	-254.077	2KEK	-6.19	-6.25	-13.96	-8.80	373	132.32
2KKF	753.41	-4195.64	55.50	15.00	4754.00	4721.60	32.40	9475.60	4.36	2KKF	-224.214	2KKF	1.41	0.29	-2.40	-0.24	341	117.89
2KO0	946.46	-3785.29	61.50	17.00	6170.10	6176.70	-6.60	12346.80	6.32	2KO0	-267.795	2KO0	-1.03	-1.37	-6.30	-2.90	392	141.141
2L2K	699.12	-3307.23	62.00	17.00	5145.20	7848.40	-2703.20	12993.60	6.48	2L2K	-264.443	2L2K	-2.74	-6.83	-8.20	-5.92	251	86.9653
2L3C	522.63	-2578.74	41.50	12.00	5255.10	6385.60	-1130.50	11640.70	6.48	2L3C	-156.307	2L3C	-4.92	-9.49	-10.72	-8.38	174	60.4767
2LBS	510.80	-2903.61	46.00	6.00	6494.60	6288.00	206.60	12782.60	4.47	2LBS	-117.860	2LBS	-4.42	-9.03	-9.95	-7.80	164	57.309
2LD5	1292.01	-2239.07	66.50	29.00	6211.40	4365.50	1845.90	10576.90	8.12	2LD5	-344.339	2LD5	4.02	4.03	0.73	2.92	319	113.175
2LEB	1573.53	-3026.37	41.50	27.00	7165.10	1902.80	5262.30	9067.90	6.66	2LEB	-325.644	2LEB	9.17	8.67	8.43	8.76	394	137.682
2LEC	1479.04	-3033.90	41.00	18.00	7406.80	1910.50	5496.30	9317.30	6.66	2LEC	-294.037	2LEC	8.31	7.94	7.49	7.91	333	117.056
2LEV	511.84	-1785.73	37.00	11.00	4747.50	5836.40	-1088.90	10583.90	5.96	2LEV	-168.989	2LEV	-3.65	-2.57	-8.67	-4.96	204	70.2254
2LI8	1445.38	-2912.78	47.50	30.00	5836.00	2249.10	3586.90	8085.10	9.80	2LI8	-306.635	2LI8	8.37	7.87	7.40	7.88	425	146.898
2NOE	820.62	-2237.65	25.00	19.00	14001.40	5164.70	8836.70	19166.10	7.82	2NOE	-241.144	2NOE	0.71	1.11	-3.26	-0.48	35	11.2339
2NP2	1196.70	-2863.74	55.50	22.00	9201.00	13011.50	-3810.50	22212.50	7.26	2NP2	-331.557	2NP2	-13.86	-11.77	-25.80	-17.14	44	14.352
2NQ9	976.28	-2473.90	32.50	18.00	11777.80	4420.10	7357.70	16197.90	6.94	2NQ9	-321.564	2NQ9	3.30	4.26	0.05	2.53	28	9.09779
