1ai7	467.215	-498.247	0	0	29297.1	256	0	4.09	1ai7	-43.016	1ai7	4.98	5.18	4.88	5.02	19	6.22877
1aid	539.437	-1141.1	7.5	0	10120.7	707.2	0	4.82	1aid	-93.312	1aid	5.99	7.19	5.92	6.36	27	8.94977
1aj6	627.181	-1251.74	14.5	2	9620.6	807.5	2	5.92	1aj6	-97.852	1aj6	5.71	6.62	5.52	5.95	46	15.0311
1aj7	433.32	-832.956	6.5	5	19422.6	526.8	5	3.87	1aj7	-78.658	1aj7	5.45	5.57	5.35	5.46	66	21.9792
1ajn	404.827	-718.827	2	1	29667.2	346.5	1	2.63	1ajn	-53.376	1ajn	5.25	5.42	4.99	5.22	30	10.2729
1ajp	378.159	-695.77	4	1	29605.4	331.9	1	2.23	1ajp	-51.707	1ajp	5.05	5.22	4.87	5.05	35	11.974
1ajq	405.108	-475.647	1.5	3	29371.8	302.1	3	4.31	1ajq	-59.554	1ajq	5.05	4.96	5.02	5.01	42	14.128
1ajv	1233.93	-2008.75	12	7	9449.4	848.4	7	7.72	1ajv	-249.410	1ajv	8.45	9.32	8.40	8.72	88	29.4285
1ajx	1067.21	-1932.7	11.5	7	9628.6	808.8	7	7.91	1ajx	-227.022	1ajx	8.00	9.35	7.97	8.44	67	22.163
1alw	345.931	-526.244	3	0	16032.4	359	0	6.52	1alw	-41.137	1alw	4.81	5.03	4.65	4.83	12	3.9308
1amk	153.56	-30.6608	2.5	4	19804.3	286.8	4	4.3	1amk	-45.057	1amk	4.64	5.04	4.61	4.76	75	25.5183
1amw	273.826	-1021.06	10.5	7	18896.7	562.3	7	4.54	1amw	-75.084	1amw	5.26	5.38	5.07	5.23	61	20.1219
1apv	866.609	-1460.24	13.5	10	13677.5	801.2	10	9	1apv	-158.228	1apv	6.80	7.81	7.24	7.28	51	17.6912
1apw	867.747	-1429.29	13	10	14012.5	799.7	10	8	1apw	-165.791	1apw	6.66	7.62	7.10	7.13	53	18.2689
1atl	650.158	-866.459	9	5	18264	585.5	5	6.28	1atl	-128.025	1atl	5.67	5.92	5.75	5.78	46	15.1872
1avn	38.3581	-225.226	1.5	1	11767.8	301.5	1	3.9	1avn	-6.079	1avn	3.75	3.81	3.61	3.72	17	5.67048
1ax0	365.452	-450.522	7	7	21010.7	404	7	3.13	1ax0	-76.915	1ax0	4.90	5.19	4.96	5.01	39	13.5933
1axz	304.957	-366.632	6.5	6	11576	339.6	6	3.2	1axz	-66.275	1axz	4.66	4.93	4.59	4.73	32	11.2903
1b05	763.189	-1307.19	12.5	10	18490.2	692.7	10	7.12	1b05	-165.565	1b05	6.44	6.59	6.41	6.48	74	24.8003
1b0h	1221.24	-1741.13	13.5	7	19289.7	834	7	6.7	1b0h	-225.226	1b0h	8.21	7.84	7.90	7.98	105	35.0511
1b1h	1089.36	-1620.76	14	11	19056.1	817.5	11	7.03	1b1h	-202.878	1b1h	7.49	7.23	7.31	7.34	86	28.9386
1b32	890.386	-1389.9	14.5	9	19762.6	753.5	9	7.1	1b32	-178.376	1b32	6.76	6.82	6.52	6.70	78	26.2241
1b38	372.028	-1285.18	13	12	14061	618.6	12	6.6	1b38	-122.930	1b38	6.19	6.54	6.07	6.27	115	38.8555
1b39	348.134	-1307.17	13	11	14178.3	626.6	11	6.92	1b39	-111.439	1b39	6.08	6.38	5.93	6.13	110	37.5624
1b3f	842.832	-1489.38	13	10	18970.7	753.6	10	6.89	1b3f	-189.131	1b3f	6.82	6.77	6.52	6.70	84	28.2008
1b3g	876.097	-1346.91	13.5	12	20291.9	728.4	12	6.7	1b3g	-188.152	1b3g	6.82	7.12	6.74	6.90	78	26.369
1b3h	978.008	-1551.19	18	9	18746.8	798.5	9	6.21	1b3h	-200.940	1b3h	7.39	7.41	7.27	7.36	75	25.3084
1b3l	681.388	-1095.95	12	8	19308.1	647.5	8	5.89	1b3l	-153.092	1b3l	6.10	6.23	5.86	6.06	59	19.8684
1b40	1022.83	-1553.65	13.5	10	19269.1	772.6	10	7.28	1b40	-201.292	1b40	7.51	7.48	7.32	7.44	77	26.1393
1b46	853.283	-1391.81	15	10	18481.9	689.1	9	5.28	1b46	-179.059	1b46	6.74	6.96	6.59	6.76	72	24.0777
1b4h	767.901	-1307	14	10	19505.5	718.9	10	5.46	1b4h	-157.439	1b4h	6.52	6.69	6.28	6.50	75	25.3001
1b4z	802.143	-1361.67	12.5	9	19045.5	709.3	9	5.23	1b4z	-167.400	1b4z	6.64	6.65	6.39	6.56	74	25.2035
1b51	756.696	-1280.48	13.5	10	19197.2	681.1	10	7.37	1b51	-161.147	1b51	6.31	6.41	6.06	6.26	65	21.8909
1b52	763.985	-1272.89	13.5	11	18951.5	707	11	7.12	1b52	-173.189	1b52	6.49	6.72	6.46	6.55	66	22.5654
1b58	974.292	-1597.74	14.5	9	18890.9	788.9	9	6.59	1b58	-199.519	1b58	7.41	7.48	7.19	7.36	80	26.8852
1b5h	755.424	-1262.09	13	9	19170.6	689.8	9	6.01	1b5h	-167.113	1b5h	6.36	6.46	6.10	6.31	72	24.3086
1b5i	767.621	-1391.58	12	11	18755	717.3	11	7.05	1b5i	-167.919	1b5i	6.54	6.51	6.27	6.44	80	26.8072
1b5j	870.357	-1397.27	13	11	19729	740.6	10	7.43	1b5j	-179.520	1b5j	6.77	6.77	6.49	6.68	74	25.1842
1b6h	869.233	-1302.51	14.5	11	18721.7	724.9	11	7.82	1b6h	-177.555	1b6h	6.71	7.00	6.65	6.78	72	24.4387
1b6j	1041.54	-2071.41	18.5	11	10041	945.2	11	7.92	1b6j	-220.794	1b6j	8.22	9.16	8.38	8.58	74	24.7767
1b6k	1104.57	-2027.33	21	7	10129	923.5	7	8.74	1b6k	-221.681	1b6k	8.37	9.48	8.62	8.82	58	19.294
1b6l	949.761	-1789.82	15	7	9899.2	792	6	8.3	1b6l	-190.894	1b6l	7.55	8.37	7.89	7.94	58	19.3319
1b6m	1101.49	-1985.79	16.5	7	10109.3	895.1	7	8.4	1b6m	-208.893	1b6m	8.28	9.56	8.64	8.83	66	21.7046
1b6p	1159.01	-2136.02	18	8	10176.5	923.2	8	8.52	1b6p	-230.362	1b6p	8.44	9.64	8.65	8.91	70	23.2256
1b7h	920.506	-1411.23	15	10	19148	764.1	10	8.02	1b7h	-177.528	1b7h	6.91	7.13	6.85	6.96	79	26.4191
1b8y	1022.31	-1222.99	8.5	4	8682.9	622.6	4	7.85	1b8y	-170.528	1b8y	7.22	7.61	7.08	7.30	52	17.054
1b9j	873.158	-1334.78	14.5	9	19349	740.1	9	5.96	1b9j	-182.497	1b9j	6.90	7.32	6.92	7.05	69	23.4786
1bai	985.66	-2342.71	14	12	13847.9	1233.3	12	7.7	1bai	-228.576	1bai	7.81	8.84	7.76	8.14	82	27.6548
1bcj	276.412	-376.238	6.5	7	22487.2	416.1	7	3.7	1bcj	-48.562	1bcj	4.66	5.00	4.74	4.80	27	9.07914
1bhx	843.752	-1373.89	13	7	12606.5	720.8	7	6.84	1bhx	-156.931	1bhx	6.65	6.99	6.35	6.66	49	15.8902
1bjv	587.749	-991.705	5	6	9436.7	639.3	6	5.54	1bjv	-115.352	1bjv	5.86	6.44	6.21	6.17	37	12.0356
1bm7	579.999	-1101.82	3.5	1	17498.4	465.4	1	7.52	1bm7	-79.326	1bm7	6.09	6.69	5.89	6.22	56	19.2336
1bp0	228.011	-361.608	6.5	14	26158.1	475.9	14	5.4	1bp0	-79.801	1bp0	5.24	5.55	5.24	5.35	93	31.96
1bq4	112.824	-851.747	6	15	36049.7	466.2	12	5.22	1bq4	4.759	1bq4	4.94	5.20	4.92	5.02	79	26.1436
1bv7	1479.24	-2403.84	14	11	10213.5	1053	11	9.3	1bv7	-264.634	1bv7	9.88	11.10	9.36	10.11	122	41.0583
1bv9	1427.33	-2372.75	14.5	15	11424.8	1049.4	15	9.96	1bv9	-275.764	1bv9	9.70	11.19	9.43	10.11	126	42.2636
1bwa	1370.88	-2354.74	14.5	16	9662.2	1046.1	15	8.6	1bwa	-280.466	1bwa	9.56	10.71	9.41	9.89	118	39.6583
1bwb	1541.94	-2532.83	18	18	11804.4	1200.8	17	8.42	1bwb	-304.270	1bwb	10.07	11.57	10.02	10.55	121	41.012
1bxo	1011.48	-1872.54	19	13	15214.2	903.1	12	10	1bxo	-175.166	1bxo	7.97	8.92	8.19	8.36	67	22.2298
1bxq	1004.4	-1847.67	17.5	14	13609.6	892.6	12	7.38	1bxq	-172.833	1bxq	7.57	8.31	7.66	7.85	71	23.6123
1byk	367.678	-975.517	15.5	15	20764.5	594.3	15	5	1byk	-125.475	1byk	6.33	6.90	6.32	6.52	104	36.3821
1bzj	615.703	-172.529	2.5	3	13350	454.7	3	4.66	1bzj	-108.884	1bzj	6.61	7.22	6.01	6.61	100	34.5487
1c1r	511.185	-940.239	8	4	11612	536.4	4	7.63	1c1r	-107.967	1c1r	5.78	6.06	6.04	5.96	31	10.0688
1c1v	531.712	-1102.77	9	5	18689.1	592	5	7.64	1c1v	-97.015	1c1v	5.99	5.93	6.23	6.05	48	15.5576
1c2t	880.404	-1095.26	10.5	7	20349.5	776.1	7	6.59	1c2t	-148.549	1c2t	7.48	8.00	7.00	7.50	104	35.9153
1c3e	854.753	-1142.38	8.5	8	20358.2	780.6	8	6.59	1c3e	-158.358	1c3e	7.37	7.86	6.91	7.38	99	34.1136
1c3x	271.473	-677.237	2.5	2	29325.4	353.3	2	3.68	1c3x	-49.422	1c3x	4.81	5.44	5.04	5.09	52	17.126
1c4u	946.313	-1575.74	11.5	7	12567.6	744.8	7	10.37	1c4u	-162.012	1c4u	6.76	7.17	6.63	6.85	68	22.0259
1c4v	1277.84	-1567.81	12.5	4	12702.9	838.3	3	10.8	1c4v	-191.407	1c4v	7.69	8.25	7.42	7.79	76	26.0367
1c5c	519.582	-622.412	4	3	19882.4	496.3	3	6.96	1c5c	-91.964	1c5c	6.42	7.14	6.23	6.60	81	27.6566
1c5n	310.741	-646.897	4.5	3	14391.5	386.8	3	4.7	1c5n	-73.322	1c5n	5.16	5.64	5.58	5.46	32	9.99123
1c5o	360.981	-518.421	1	3	20156	298.7	3	3.49	1c5o	-73.830	1c5o	4.86	4.86	5.04	4.92	18	5.88471
1c5p	369.442	-507.191	1	4	11252.5	299.7	4	4.68	1c5p	-75.855	1c5p	5.00	5.08	5.23	5.10	22	7.12386
1c5q	320.075	-634.509	4	4	11698.1	387.8	4	6.36	1c5q	-80.130	1c5q	5.29	5.79	5.69	5.59	28	8.82029
1c5s	332.055	-579.746	3.5	5	11037.4	356.5	5	6	1c5s	-78.815	1c5s	5.25	5.30	5.56	5.37	29	9.51012
1c5t	284.88	-588.427	3.5	5	10896.1	346.2	5	4.1	1c5t	-82.634	1c5t	5.19	5.33	5.37	5.30	29	9.37277
1c5x	353.021	-685.574	3.5	4	16688.6	391.2	4	6.68	1c5x	-77.339	1c5x	5.42	5.89	5.85	5.72	37	11.8722
1c5y	314.542	-637.141	3.5	4	17313.7	346.2	4	4.2	1c5y	-74.345	1c5y	5.24	5.33	5.43	5.34	30	9.85416
1c5z	410.544	-533.816	1	4	18505.9	299.5	4	4.01	1c5z	-72.091	1c5z	4.99	5.04	5.21	5.08	22	7.23978
1c70	1500.93	-2223.62	18	7	10827.8	995.9	7	10.3	1c70	-247.223	1c70	8.89	9.57	8.99	9.15	89	29.2909
1c83	621.873	-569.139	5	11	14012.6	417.9	9	4.85	1c83	-95.170	1c83	6.09	6.50	5.78	6.12	85	29.8666
1c84	604.136	-735.167	3	10	13940.1	444.2	10	5	1c84	-84.918	1c84	6.38	6.99	5.93	6.43	77	26.6165
1c86	510.867	-268.578	6.5	11	13092.7	439.9	11	4.7	1c86	-97.305	1c86	5.95	6.10	5.76	5.94	92	32.5996
1c87	528.507	-342.63	6.5	12	13197.9	430.6	11	4.2	1c87	-94.580	1c87	5.91	6.02	5.71	5.88	87	30.9817
1c88	543.528	-366.217	5.5	11	14721.6	435.2	10	5.29	1c88	-102.014	1c88	6.09	6.27	5.91	6.09	89	31.3184
1caq	1182.1	-1568.03	10.5	6	8912.2	786.8	6	7.72	1caq	-196.121	1caq	8.04	8.46	8.09	8.20	61	19.7837
1cbx	396.491	-406.977	4	8	14306.8	396.2	8	6.35	1cbx	-69.350	1cbx	5.75	5.98	5.71	5.81	62	21.6673
1ce5	395.847	-522.004	1.5	5	9563.2	308.2	5	4.74	1ce5	-75.178	1ce5	5.06	5.14	5.34	5.18	28	8.95133
1cea	341.405	-245.615	5	5	9875.6	339.2	5	4.96	1cea	-41.422	1cea	4.75	4.76	4.41	4.64	33	11.7172
1ceb	399.599	-203.998	6.5	3	5406.5	355	3	6	1ceb	-58.820	1ceb	5.13	5.40	4.82	5.12	36	12.5154
1cgl	909.141	-1246.21	16	12	8928.8	948.2	12	6.87	1cgl	-182.549	1cgl	6.23	6.29	6.39	6.31	57	19.34
1ch8	427.178	-1089.79	12.5	15	33972.8	634.6	15	7	1ch8	-119.123	1ch8	6.54	7.00	6.49	6.68	135	46.2615
1ciz	1226.49	-1516.94	11	6	9128.3	793.4	6	7.44	1ciz	-183.084	1ciz	8.00	8.39	7.99	8.13	77	25.2979
1cnx	410.897	-933.123	9	3	11471.4	614.8	3	7.37	1cnx	-96.395	1cnx	5.02	5.11	4.69	4.94	41	13.9037
1cps	307.444	-642.216	3	8	12685.1	460.4	7	6.66	1cps	-47.206	1cps	5.48	5.78	5.47	5.58	55	18.8961
1ct8	888.365	-1212.28	9	5	37440.1	805.3	5	6.52	1ct8	-123.183	1ct8	6.77	7.30	6.56	6.88	55	19.5086
1ctt	660.597	-874.34	6	8	19243.3	409.7	8	4.52	1ctt	-112.452	1ctt	5.86	6.19	5.75	5.93	44	15.2398
1d2e	393.867	-368.677	9.5	17	71745.9	602.3	14	6	1d2e	-143.783	1d2e	6.13	6.58	6.08	6.26	143	50.0654
1d3d	1268.97	-1598.17	17	3	12571.1	925.7	3	9.09	1d3d	-165.202	1d3d	7.20	7.50	7.37	7.36	55	17.4531
1d3p	1322.3	-1588.7	17.5	3	12781.9	933.7	3	7.39	1d3p	-165.424	1d3p	7.02	7.32	7.04	7.13	52	16.7431
1d4h	1425.66	-2264.86	15	9	10158.4	928.6	8	10	1d4h	-260.058	1d4h	8.97	9.68	8.73	9.13	86	28.2343
1d4i	1534.33	-2333.45	15.5	8	9990.5	942.6	7	8.85	1d4i	-282.680	1d4i	9.33	9.92	8.96	9.40	81	26.6883
1d4j	1458.66	-2321.06	15.5	8	9888.1	924.7	7	8.36	1d4j	-259.893	1d4j	8.84	9.41	8.68	8.98	85	27.9642
1d4k	1226.67	-2044.95	22.5	8	9842.9	984.3	7	9.22	1d4k	-246.978	1d4k	8.77	9.55	8.79	9.04	94	31.2716
1d4l	1028.42	-1895.47	18.5	8	10081.9	870.2	7	8.77	1d4l	-214.150	1d4l	7.93	8.91	8.09	8.31	75	25.0724
1d4p	904.478	-1260.52	11.5	4	12778.1	652.9	4	6.3	1d4p	-148.256	1d4p	6.98	7.32	6.90	7.07	40	12.9922
1d4y	924.287	-1866.31	13	7	11196.2	855.9	7	11.1	1d4y	-202.973	1d4y	7.94	8.94	7.95	8.28	66	22.3643
1d6v	942.878	-1259.37	7.5	1	20226	689.9	1	6.17	1d6v	-107.743	1d6v	7.29	7.46	6.56	7.10	35	11.4105
1d6w	987.422	-1400.36	11.5	6	12235.8	767.1	6	5.96	1d6w	-156.282	1d6w	6.81	7.02	6.67	6.83	81	28.0271
1d7i	169.232	-236.984	3	2	6364.3	288.8	2	3.6	1d7i	-29.542	1d7i	4.15	4.20	4.00	4.12	18	6.19455
1d7j	333.143	-246.027	2	1	6677	259.7	1	3.3	1d7j	-30.466	1d7j	4.32	4.21	4.27	4.27	14	4.84394
1dar	340.769	-420.062	9	16	27549.1	588.2	14	4.96	1dar	-101.900	1dar	5.60	5.88	5.48	5.66	131	45.5084
1db1	1154.72	-1678.57	17.5	6	12303	759.7	6	9.26	1db1	-173.061	1db1	8.45	8.88	8.21	8.51	50	16.6434
1det	318.926	-467.275	5.5	8	6487	523.4	7	4.3	1det	-76.676	1det	4.87	5.10	4.75	4.91	42	14.4185
1dfo	821.883	-1613.13	11	11	25100.2	755	11	6.7	1dfo	-143.277	1dfo	6.72	6.89	6.23	6.61	62	21.3571
1dhi	588.348	-1226.78	8.5	4	17506.6	759.3	4	7.26	1dhi	-111.840	1dhi	6.14	6.44	5.73	6.10	66	22.3652
1dhj	650.8	-1218.7	8.5	5	17237.8	751.8	5	6.55	1dhj	-115.992	1dhj	6.23	6.51	5.83	6.19	69	23.6744
1dif	1401.2	-2519.02	17.5	8	11574.8	1049.9	8	10.66	1dif	-257.378	1dif	9.11	10.18	8.90	9.40	80	26.6399
1dl7	572.954	-671.643	7.5	1	12303.2	533.4	1	6.49	1dl7	-77.176	1dl7	5.03	5.09	4.89	5.01	38	12.5026
1dmp	1183.37	-1980.18	12.5	7	9567.9	789.4	7	9.55	1dmp	-219.116	1dmp	8.41	9.53	8.00	8.65	77	25.6899
1drk	378.403	-242.236	5	11	12304.9	302.2	11	6.82	1drk	-76.194	1drk	5.32	5.92	5.40	5.54	51	18.1468
1drv	954.409	-1559.27	19	17	44031	933.4	9	6.54	1drv	-187.357	1drv	7.09	7.02	6.90	7.01	152	51.2596
1dud	351.109	-924.582	8	9	16697.3	535.5	9	4.82	1dud	-79.929	1dud	5.29	5.51	5.24	5.35	61	20.0514
1dzk	331.475	-420.867	4	1	8593.2	378	1	6.1	1dzk	-40.026	1dzk	4.93	4.93	4.86	4.91	19	6.88836
1e1v	523.281	-1032.23	10.5	2	13658.8	478.9	2	4.92	1e1v	-100.950	1e1v	5.63	5.67	5.83	5.71	49	16.6508
1e1x	446.033	-898.971	8.5	5	13704.3	482.5	5	5.89	1e1x	-87.343	1e1x	5.51	5.58	5.67	5.58	45	15.4583
1e2k	687.344	-1132.31	5	3	22572.4	450	3	4.94	1e2k	-84.100	1e2k	6.05	5.97	5.90	5.97	49	16.2889
1e3v	442.236	-1127.24	14	2	12258.9	613.6	2	4.34	1e3v	-82.290	1e3v	6.22	7.20	6.01	6.48	35	11.2378
1e5j	691.186	-1134.65	21.5	10	12374.1	914.5	10	4	1e5j	-115.047	1e5j	5.73	5.86	5.46	5.68	49	17.1825
1e66	1190.67	-1277.65	8	1	36442.3	527.5	1	9.89	1e66	-110.384	1e66	7.23	7.07	7.19	7.16	36	11.4632
1e6q	331.584	-712.725	7	12	35518.1	353	10	3.15	1e6q	-73.285	1e6q	5.27	5.66	5.25	5.40	36	12.5515
1e6s	350.68	-708.367	6.5	14	19910.8	363.2	12	3.22	1e6s	-72.147	1e6s	5.17	5.52	5.13	5.27	42	14.3773
1eb2	913.302	-1094.93	8.5	6	10671.5	788.4	6	6.01	1eb2	-143.263	1eb2	7.14	7.27	7.20	7.20	75	24.6458
1ebw	1263.61	-2102.36	20	11	9765.6	938.1	10	9.05	1ebw	-250.885	1ebw	8.29	9.30	8.22	8.60	84	27.9336
1eby	1475.55	-2306.8	15.5	11	9783	953.4	10	9.7	1eby	-274.999	1eby	9.23	9.97	8.95	9.39	96	31.6456
1ebz	1261.64	-2155.01	15.5	10	9573.9	916.1	9	9.4	1ebz	-254.255	1ebz	8.66	9.76	8.52	8.98	80	26.742
1ec0	1495.75	-2453.24	17	10	9521.1	943.2	9	8.49	1ec0	-272.851	1ec0	9.39	9.89	9.11	9.46	113	37.2833
1ec1	1429.84	-2333.49	19	12	9807.6	1045	11	8.92	1ec1	-272.810	1ec1	8.96	10.21	8.68	9.28	92	30.6851
1ec2	1361.58	-2324.25	18.5	11	9807.2	1065.1	10	10	1ec2	-264.282	1ec2	8.87	10.56	8.76	9.40	84	27.9285
1ec3	1226.02	-2252.62	18.5	12	9766.4	1084.8	11	9.04	1ec3	-240.521	1ec3	8.46	9.61	8.43	8.83	102	33.7713
1ec9	242.699	-532.246	4.5	11	49696.2	353.9	10	3.1	1ec9	-47.859	1ec9	5.19	5.57	5.12	5.29	67	23.4316
1ecq	305.888	-503.503	5	14	51572.1	352.4	11	3	1ecq	-31.573	1ecq	5.02	5.26	4.94	5.08	74	25.6368
1ecv	529.887	-450.947	3.5	11	13805.3	411.5	10	4.85	1ecv	-81.077	1ecv	5.93	6.74	5.84	6.17	86	30.01
1efy	789.835	-924.299	5	2	16121.9	492.5	2	8.22	1efy	-92.685	1efy	6.04	6.04	5.90	5.99	33	11.3631
1egh	109.795	-150.728	2.5	12	27554.5	283	12	5.7	1egh	-57.015	1egh	4.79	5.17	4.75	4.90	63	22.8527
1ejn	658.792	-1117.93	9.5	9	12305.6	618.7	8	5.62	1ejn	-138.424	1ejn	6.38	6.77	6.78	6.64	58	19.3046
1ela	797.735	-1234.28	12.5	5	10324.6	722.1	5	6.36	1ela	-135.171	1ela	6.32	6.99	6.25	6.52	69	23.0426
1elb	823.152	-1206.39	12	5	10577.4	693.7	5	7.15	1elb	-93.506	1elb	5.81	6.74	5.81	6.12	89	29.6906
1elc	1197.21	-1548.97	10.5	4	10894.8	837	4	6.66	1elc	-110.979	1elc	6.76	6.47	6.83	6.68	117	39.2569
1eld	842.47	-1085.33	6	5	10459.6	681.1	5	6.7	1eld	-100.734	1eld	6.37	6.94	6.19	6.50	92	32.2274
1ele	686.964	-1161.99	6	3	10649.8	648	3	6.85	1ele	-125.433	1ele	6.08	6.97	6.15	6.40	65	21.8397
1elr	680.157	-652.519	12.5	10	8295.5	1011.4	10	4.96	1elr	-123.403	1elr	5.74	5.75	5.73	5.74	87	30.4998
1ent	939.271	-1759.26	15.5	10	17658.4	1030.9	10	6.96	1ent	-167.845	1ent	7.15	8.06	7.52	7.58	64	21.8154
1enu	450.561	-615.696	2	6	15425.2	342.1	5	5.08	1enu	-78.042	1enu	5.47	5.93	5.22	5.54	41	13.5832
1eoc	343.422	-536.108	3.5	6	17641.8	306.6	6	6.05	1eoc	-55.974	1eoc	5.19	5.42	5.12	5.24	51	17.8169
1epo	1052.34	-1870.8	20.5	12	19989.3	944.7	12	7.96	1epo	-185.670	1epo	7.67	8.10	7.63	7.80	64	21.8827
1erb	901.163	-1263.92	10	0	10991.2	659	0	8.1	1erb	-139.389	1erb	7.66	7.47	7.58	7.57	45	14.3944
1ew8	59.5382	49.941	1.5	9	26964.8	259.3	7	2.26	1ew8	20.337	1ew8	4.08	4.36	4.01	4.15	67	23.1069
1ew9	36.4214	-184.238	0	6	26551.7	251.3	6	3.22	1ew9	10.446	1ew9	3.86	3.98	4.02	3.95	44	14.2034
1ex8	692.187	-1267.4	19	21	8934.7	953.4	21	6.33	1ex8	-174.000	1ex8	7.36	7.90	7.23	7.50	148	50.1504
1ez9	949.37	-1544.04	19	5	16547.4	858.6	5	5.1	1ez9	-131.538	1ez9	5.58	5.44	5.17	5.40	31	11.0269
1ezq	1400.9	-1370.19	10	7	13150.2	828.9	7	9.05	1ezq	-183.972	1ezq	8.19	8.44	7.45	8.03	69	22.6901
1f0r	923.116	-1139.4	7.5	1	13325.4	694.6	1	7.66	1f0r	-134.769	1f0r	6.70	6.58	6.52	6.60	43	14.3203
1f0s	913.326	-1132.2	9.5	3	13380.4	657.9	3	7.74	1f0s	-133.305	1f0s	6.49	6.43	6.28	6.40	41	13.4741
1f0t	638.008	-1036.78	10	6	9567.1	685.5	6	6	1f0t	-129.698	1f0t	6.20	6.32	6.20	6.24	49	15.9699
1f0u	891.151	-1221.2	10	9	9614.5	815.3	9	7.16	1f0u	-155.811	1f0u	7.00	7.48	6.78	7.09	55	17.7686
1f3e	426.731	-644.549	3	7	15366.2	355.8	6	6.7	1f3e	-78.127	1f3e	5.43	5.86	5.22	5.50	42	14.0228
1f4g	761.02	-1450.98	10	4	19839.6	769.9	4	6.48	1f4g	-113.793	1f4g	6.51	6.68	6.07	6.42	54	18.4769
1f4x	636.133	-701.969	12	6	18186.7	518	6	5.59	1f4x	-113.090	1f4x	5.12	5.43	4.93	5.16	37	12.5135
1f57	83.7834	76.6906	2.5	7	12452.4	272.5	7	5.64	1f57	-27.958	1f57	4.11	4.31	4.24	4.22	36	12.3112
1f5k	338.45	-510.266	1	4	12871.4	300.3	4	3.74	1f5k	-71.028	1f5k	4.93	5.06	5.18	5.06	19	6.26933
1f5l	305.525	-770.711	4	5	11301	409.7	5	5.28	1f5l	-64.342	1f5l	5.20	5.75	5.27	5.41	31	10.173
1f74	402.459	-530.057	7.5	12	38989.9	517.3	12	3.05	1f74	-95.620	1f74	5.23	5.51	5.24	5.33	67	24.2027
1f8b	323.052	-667.816	6	6	44226.6	487.6	6	5.4	1f8b	-66.549	1f8b	5.23	5.44	5.37	5.35	48	16.9767
